Bénéficiaire,Nature du projet,Coût du projet (€),Subvention allouée (€),Dossier transmis par,Nature de la réserve,Part prise en charge,Département,Groupe parlementaire,Lien vers données parlementaires
SAINT-MARTIN-DE-BOSSENAY,La restauration de l'église Saint-Martin (3ème tranche),181000,10000,ADNOT Philippe,Sénat,"0,0552486188",10,NI,http://nossenateurs.fr/ADNOT%20Philippe/xml
SAINT-MARTIN-DE-BRETHENCOURT,L'acquisition d'un ensemble de vidéo-projection,1410,704,LARCHER Gérard,Sénat,"0,4992907801",78,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
SAINT-MARTIN-DE-COUX,"La réhabilitation d'un bâtiment communal en mairie, agence postale et salle associative et l'aménagement des abords",378641,40000,0,Réserve ministérielle,"0,1056409633",17,,
SAINT-MARTIN-DE-CURTON,La construction d'un caveau communal et l'édification d'un columbarium,5847,2000,HERVIAUX Odette,Sénat,"0,3420557551",47,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
SAINT-MARTIN-DE-CURTON,La réfection de la toiture du logement communal Heulies,8202,4100,TANDONNET Henri,Sénat,"0,4998780785",47,UDI,http://nossenateurs.fr/TANDONNET%20Henri/xml
SAINT-MARTIN-DE-LA-BRASQUE,La restauration du lavoir,13088,5000,DUFAUT Alain,Sénat,"0,3820293399",84,UMP,http://nossenateurs.fr/DUFAUT%20Alain/xml
SAINT-MARTIN-DE-LERM,L'aménagement et la mise en accessibilité des espaces publics du bourg,29120,5000,DES ESGAULX Marie-Hélène,Sénat,"0,1717032967",33,UMP,http://nossenateurs.fr/DES%20ESGAULX%20Marie-Hélène/xml
SAINT-MARTIN-DE-NIGELLES,L'acquisition de matériel et de mobilier pour la salle multi-activités,10634,5000,CORNU Gérard,Sénat,"0,4701899567",28,UMP,http://nossenateurs.fr/CORNU%20Gérard/xml
SAINT-MARTIN-D'ENTRAUNES,La réfection des murs intérieurs de la partie secrétariat de la mairie et la mise en place d'un drain à l'arrière du bâtiment,12340,6170,HERVIAUX Odette,Sénat,"0,5",6,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
SAINT-MARTIN-DE-QUEYRIERES,L'amélioration énergétique des équipements publics (programme 2012),69578,5700,GIRAUD Joël,Assemblée nationale,"0,0819224468",5,SRC,http://2007.nosdeputes.fr/GIRAUD%20Joël/xml
SAINT-MARTIN-DES-BOIS,La restauration intérieure de l'église,48181,5000,GOURAULT Jacqueline,Sénat,"0,1037753471",41,UDI,http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
SAINT-MARTIN-DES-CHAMPS,L'acquisition d'un terrain cadastré MH 260 à l'entrée du village en vue de l'extension du bourg,51600,5000,BORDIER Pierre,Sénat,"0,0968992248",89,UMP,http://nossenateurs.fr/BORDIER%20Pierre/xml
SAINT-MARTIN-DES-CHAMPS,La mise en conformité de la protection contre la foudre à l'église,18485,5000,PRIMAS Sophie,Sénat,"0,2704895862",78,UMP,http://nossenateurs.fr/PRIMAS%20Sophie/xml
SAINT-MARTIN-DES-OLMES,La réfection de la voirie (programme 2012),45680,5000,CHASSAIGNE André,Assemblée nationale,"0,1094570928",63,GDR,http://2007.nosdeputes.fr/CHASSAIGNE%20André/xml
SAINT-MARTIN-DES-PEZERITS,La réhabilitation de l'ancien presbytère,52721,5000,LENOIR Jean-Claude,Sénat,"0,0948388688",61,UMP,http://nossenateurs.fr/LENOIR%20Jean-Claude/xml
SAINT-MARTIN-DE-VERS,Travaux d'aménagement du coeur de village (1ère tranche - protection hydraulique du bourg),137000,10000,MARC François,Sénat,"0,0729927007",46,SOC,http://nossenateurs.fr/MARC%20François/xml
SAINT-MARTIN-D'HEUILLE,La construction d'un restaurant scolaire,165716,9000,SUEUR Jean-Pierre,Sénat,"0,054309783",58,SOC,http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
SAINT-MARTIN-DU-BEC,"L'aménagement d'une route d'accès au futur lotissement dite ""route du Stade""",15453,5000,FIDELIN Daniel,Assemblée nationale,"0,3235617679",76,UMP,http://2007.nosdeputes.fr/FIDELIN%20Daniel/xml
SAINT-MARTIN-DU-FOUILLOUX,"La construction d'une nouvelle mairie, l'acquisition de mobilier et l'aménagement du réseau électrique",207770,20000,0,Réserve ministérielle,"0,0962602878",79,,
SAINT-MARTIN-DU-FOUILLOUX,L'aménagement d'un terrain multisports,8251,1000,PLACE Jean-Vincent,Sénat,"0,1211974306",49,ECO,http://nossenateurs.fr/PLACE%20Jean-Vincent/xml
SAINT-MARTIN-LA-CAMPAGNE,La réfection de la toiture de la mairie,4885,2000,NICOLAS Jean-Pierre,Assemblée nationale,"0,4094165814",27,UMP,http://2007.nosdeputes.fr/NICOLAS%20Jean-Pierre/xml
SAINT-MARTIN-LA-PLAINE,La restructuration de l'école élémentaire,833801,20000,ROCHEBLOINE François,Assemblée nationale,"0,0239865388",42,NC,http://2007.nosdeputes.fr/ROCHEBLOINE%20François/xml
SAINT-MARTIN-LA-PLAINE,L'installation d'un équipement multisports aux abords de la MJC,44997,15000,ASSOULINE David,Sénat,"0,333355557",42,SOC,http://nossenateurs.fr/ASSOULINE%20David/xml
SAINT-MARTIN-LE-REDON,La restauration de l'église,69313,10000,MARC François,Sénat,"0,1442730801",46,SOC,http://nossenateurs.fr/MARC%20François/xml
SAINT-MARTIN-LE-VIEUX,"La réfection du système de chauffage de l'école, l'extension du préau, l'acquisition d'une laverie pour la cantine, la pose d'un limiteur acoustique et la numérotation des rues",66439,30000,REINER Daniel,Sénat,"0,451542016",87,SOC,http://nossenateurs.fr/REINER%20Daniel/xml
SAINT-MARTIN-L'HORTIER,La construction d'une salle polyvalente,446526,4000,HERVIAUX Odette,Sénat,"0,008958045",76,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
SAINT-MARTIN-LONGUEAU,L'acquisition d'équipements sportifs et de sanitaires pour l'espace public de la plaine de jeux,16694,8346,LE SOURD Dominique,Assemblée nationale,"0,4999400982",60,UMP,http://2007.nosdeputes.fr/LE%20SOURD%20Dominique/xml
SAINT-MARTIN-OSMONVILLE,L'acquisition de matériel de cuisine et de mobilier suite à la création du restaurant scolaire et de la nouvelle école,37574,2600,MORIN-DESAILLY Catherine,Sénat,"0,069196785",76,UDI,http://nossenateurs.fr/MORIN-DESAILLY%20Catherine/xml
SAINT-MARTIN-PETIT,L'aménagement du cimetière et de ses abords,198325,10000,DIEFENBACHER Michel,Assemblée nationale,"0,0504222867",47,UMP,http://2007.nosdeputes.fr/DIEFENBACHER%20Michel/xml
SAINT-MARTIN-SAINTE-CATHERINE,Le remplacement de portes et de fenêtres à l'école primaire,14201,1420,CARTRON Françoise,Sénat,"0,0999929582",23,SOC,http://nossenateurs.fr/CARTRON%20Françoise/xml
SAINT-MARTIN-SAINT-FIRMIN,L'installation d'un abri-bus sur le parking de la mairie,2987,1000,MAUREY Hervé,Sénat,"0,3347840643",27,UDI,http://nossenateurs.fr/MAUREY%20Hervé/xml
SAINT-MARTIN-SEPERT,L'acquisition d'un chapiteau,6700,3350,HERVIAUX Odette,Sénat,"0,5",19,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
SAINT-MARTIN-SUR-ECAILLON,L'acquisition de défibrillateurs cardiaques,3391,1695,TÜRK Alex,Sénat,"0,4998525509",59,NI,http://nossenateurs.fr/TÜRK%20Alex/xml
SAINT-MARTIN-SUR-NOHAIN,La réfection du clocher et de la façade de l'église,22433,3000,CARRILLON-COUVREUR Martine,Assemblée nationale,"0,1337315562",58,SRC,http://2007.nosdeputes.fr/CARRILLON-COUVREUR%20Martine/xml
SAINT-MARTIN-SUR-OCRE,La réfection du mur du cimetière,68867,10000,DOOR Jean-Pierre,Assemblée nationale,"0,1452074288",45,UMP,http://2007.nosdeputes.fr/DOOR%20Jean-Pierre/xml
SAINT-MARY,L'aménagement du bourg et de la traverse du village d'Artenac (2ème tranche),177805,5000,SUEUR Jean-Pierre,Sénat,"0,028120694",16,SOC,http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
SAINT-MAULVIS,La réhabilitation d'un local en salle multi-services et l'aménagement d'une cuisine,100666,25000,BIGNON Jérôme,Assemblée nationale,"0,2483460155",80,UMP,http://2007.nosdeputes.fr/BIGNON%20Jérôme/xml
SAINT-MAULVIS,"La mise aux normes de l'assainissement de l'immeuble situé 5, place de la Mairie",15142,7000,DUBOIS Daniel,Sénat,"0,4622903183",80,UDI,http://nossenateurs.fr/DUBOIS%20Daniel/xml
SAINT-MAUR-DES-BOIS,La rénovation de la salle de convivialité communale,187122,10000,BAS Philippe,Sénat,"0,0534410705",50,UMP,http://nossenateurs.fr/BAS%20Philippe/xml
SAINT-MAURICE-EN-GOURGOIS,L'extension du cimetière,16760,8380,ACCOYER Bernard,Assemblée nationale,"0,5",42,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
SAINT-MAURICE-EN-TRIEVES,La rénovation des logements communaux situés dans l'ancienne école et au-dessus de l'agence postale,152886,10000,SAUGEY Bernard,Sénat,"0,0654082127",38,UMP,http://nossenateurs.fr/SAUGEY%20Bernard/xml
SAINT-MAURICE-LA-FOUGEREUSE,L'agrandissement de la maison d'assistantes maternelles,17259,7622,BECOT Michel,Sénat,"0,4416246596",79,UMP,http://nossenateurs.fr/BECOT%20Michel/xml
SAINT-MAURICE-LES-CHARENCEY,La réfection de l'école maternelle suite à l'effondrement du plafond,42926,4000,LENOIR Jean-Claude,Sénat,"0,0931836183",61,UMP,http://nossenateurs.fr/LENOIR%20Jean-Claude/xml
SAINT-MAURICE-MONTCOURONNE,La rénovation du rez-de-chaussée de la mairie,34677,12000,COLOT Geneviève,Assemblée nationale,"0,3460506964",91,UMP,http://2007.nosdeputes.fr/COLOT%20Geneviève/xml
SAINT-MAURICE-SAINT-GERMAIN,La réhabilitation de la salle polyvalente,14612,5000,ACCOYER Bernard,Assemblée nationale,"0,3421845059",28,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
SAINT-MAURICE-SUR-ADOUR,La construction d'un bâtiment chasse-hangar communal,60850,10000,CARTRON Françoise,Sénat,"0,1643385374",40,SOC,http://nossenateurs.fr/CARTRON%20Françoise/xml
SAINT-MAURICE-SUR-DARGOIRE,L'extension du restaurant scolaire,268209,20000,DURAND Raymond,Assemblée nationale,"0,0745687132",69,NC,http://2007.nosdeputes.fr/DURAND%20Raymond/xml
SAINT-MAURICE-SUR-EYGUES,La construction d'un équipement rural d'animation intercommunal,600000,15000,MARITON Hervé,Assemblée nationale,"0,025",26,UMP,http://2007.nosdeputes.fr/MARITON%20Hervé/xml
SAINT-MAURICE-SUR-EYGUES,L'aménagement du centre de village de la place de l'église à l'équipement rural d'animation,115000,10000,REINER Daniel,Sénat,"0,0869565217",26,SOC,http://nossenateurs.fr/REINER%20Daniel/xml
SAINT-MAURIN,La restauration de l'église Saint-Pierre-del-Pech,12839,5000,TANDONNET Henri,Sénat,"0,3894384298",47,UDI,http://nossenateurs.fr/TANDONNET%20Henri/xml
SAINT-MAUR-SUR-LE-LOIR,L'aménagement du cimetière,44167,5000,de MONTGOLFIER Albéric,Sénat,"0,1132066928",28,UMP,http://nossenateurs.fr/de%20MONTGOLFIER%20Albéric/xml
SAINT-MAX,La rénovation des salles du château du Pont de la Meurthe,2447845,200000,HENART Laurent,Assemblée nationale,"0,0817045197",54,UMP,http://2007.nosdeputes.fr/HENART%20Laurent/xml
SAINT-MAXENT,La restructuration de la salle polyvalente (1ère et 2ème phases),367000,10000,BIGNON Jérôme,Assemblée nationale,"0,0272479564",80,UMP,http://2007.nosdeputes.fr/BIGNON%20Jérôme/xml
SAINT-MAXIMIN,L'aménagement de la cantine scolaire et d'un espace jardin réservé aux élèves de la maternelle,4543,2250,FOURNIER Jean-Paul,Sénat,"0,4952674444",30,UMP,http://nossenateurs.fr/FOURNIER%20Jean-Paul/xml
SAINT-MAXIMIN,L'équipement informatique de l'école primaire Joliot Curie,16826,8413,RAOUL Daniel,Sénat,"0,5",60,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
SAINT-MEDARD-DE-BARBEZIEUX,"L'aménagement de la traversée du centre bourg, route départementale 126",281540,8000,REYNAUD Marie-Line,Assemblée nationale,"0,0284151453",16,SRC,http://2007.nosdeputes.fr/REYNAUD%20Marie-Line/xml
SAINT-MEDARD-DE-GUIZIERES,"La réfection totale de la voirie, rue Jean Jaurès",31199,3000,CESAR Gérard,Sénat,"0,0961569281",33,UMP,http://nossenateurs.fr/CESAR%20Gérard/xml
SAINT-MEDARD-DE-GUIZIERES,L'aménagement de la RD 1089 en traversée d'agglomération (1ère tranche),351370,30000,PINTAT Xavier,Sénat,"0,0853800837",33,UMP,http://nossenateurs.fr/PINTAT%20Xavier/xml
SAINT-MEDARD-NICOURBY,"L'élargissement de la chaussée et la mise en sécurité de la voie communale n°2 dite ""Saint-Médard"" à Terrou et l'aménagement de l'abri-bus situé à Lagane",51202,10000,REQUIER Jean-Claude,Sénat,"0,1953048709",46,RDSE,http://nossenateurs.fr/REQUIER%20Jean-Claude/xml
SAINT-MEEN,"La restauration de la toiture de l'église, la construction de toilettes publiques et la mise en accessibilité du cimetière",204356,8136,MARC François,Sénat,"0,0398128756",29,SOC,http://nossenateurs.fr/MARC%20François/xml
SAINT-MELAINE-SUR-AUBANCE,L'aménagement d'une aire de jeux,35315,3000,PLACE Jean-Vincent,Sénat,"0,0849497381",49,ECO,http://nossenateurs.fr/PLACE%20Jean-Vincent/xml
SAINT-MEME-LE-TENU,La réhabilitation et l'extension d'un bâtiment communal à usage de restaurant scolaire et d'accueil périscolaire,478500,20000,BOENNEC Philippe,Assemblée nationale,"0,0417972832",44,UMP,http://2007.nosdeputes.fr/BOENNEC%20Philippe/xml
SAINT-MENOUX,L'acquisition de matériel de cuisine pour le café-restaurant,14990,3000,MALLOT Jean,Assemblée nationale,"0,2001334223",3,SRC,http://2007.nosdeputes.fr/MALLOT%20Jean/xml
SAINT-MERD-LA-BREUILLE,L'aménagement du bourg (2ème phase),133055,10000,RAOUL Daniel,Sénat,"0,07515689",23,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
SAINT-MEXANT,L'aménagement de divers chemins ruraux (programme 2012),36800,2500,HOLLANDE François,Assemblée nationale,"0,0679347826",19,SRC,http://2007.nosdeputes.fr/HOLLANDE%20François/xml
SAINT-MICAUD,La réfection du logement de l'école,8785,3000,EMORINE Jean-Paul,Sénat,"0,3414911781",71,UMP,http://nossenateurs.fr/EMORINE%20Jean-Paul/xml
SAINT-MICHEL,La mise en accessibilité de la mairie,14218,4000,MARTIN Philippe,Assemblée nationale,"0,2813335209",32,SRC,http://2007.nosdeputes.fr/MARTIN%20Philippe/xml
SAINT-MICHEL,La réhabilitation de la maison Lodainia en logements locatifs,240000,8000,0,Réserve ministérielle,"0,0333333333",64,,
SAINT-MICHEL-DE-FEINS,L'aménagement du carrefour de la mairie,37100,7500,ARTHUIS Jean,Sénat,"0,2021563342",53,UDI,http://nossenateurs.fr/ARTHUIS%20Jean/xml
SAINT-MICHEL-DE-LA-PIERRE,La réfection de la toiture de l'Eglise,16907,6000,COUSIN Alain,Assemblée nationale,"0,354882593",50,UMP,http://2007.nosdeputes.fr/COUSIN%20Alain/xml
SAINT-MICHEL-DE-LAPUJADE,L'extension et la rénovation de la salle des fêtes,110496,11000,CARTRON Françoise,Sénat,"0,099551115",33,SOC,http://nossenateurs.fr/CARTRON%20Françoise/xml
SAINT-MICHEL-DE-PLELAN,"La construction d'un pôle multi-fonctions, rue Terre Neuvas",50465,9000,GAUBERT Jean,Assemblée nationale,"0,1783414247",22,SRC,http://2007.nosdeputes.fr/GAUBERT%20Jean/xml
SAINT-MICHEL-D'EUZET,La mise aux normes de la cuisine de la salle des rencontres et la réhabilitation du chauffage de la mairie,15150,5000,MICHEL Jean-Pierre,Sénat,"0,3300330033",30,SOC,http://nossenateurs.fr/MICHEL%20Jean-Pierre/xml
SAINT-MICHEL-DE-VOLANGIS,L'éclairage public du parking du centre socio-culturel et de l'école,6712,3356,POINTEREAU Rémy,Sénat,"0,5",18,UMP,http://nossenateurs.fr/POINTEREAU%20Rémy/xml
SAINT-MICHEL-EN-BEAUMONT,La réfection d'un appartement communal,52245,8000,ASSOULINE David,Sénat,"0,1531247009",38,SOC,http://nossenateurs.fr/ASSOULINE%20David/xml
SAINT-MICHEL-LES-PORTES,La construction d'une chaufferie bois,153363,10000,DAVID Annie,Sénat,"0,0652047756",38,CRC,http://nossenateurs.fr/DAVID%20Annie/xml
SAINT-MICHEL-LOUBEJOU,L'amélioration de l'isolation du plafond de l'école primaire et la rénovation des menuiseries côté sud,15000,6000,LAUNAY Jean,Assemblée nationale,"0,4",46,SRC,http://2007.nosdeputes.fr/LAUNAY%20Jean/xml
SAINT-MICHEL-SUR-LOIRE,La réfection des façades du bâtiment mairie,45492,10000,BRIAND Philippe,Assemblée nationale,"0,2198188693",37,UMP,http://2007.nosdeputes.fr/BRIAND%20Philippe/xml
SAINT-MORE,"La réfection de la voirie, rues de la Roche et de la Vernoce",18121,3500,VILLIERS André,Sénat,"0,1931460736",89,UMP,http://nossenateurs.fr/VILLIERS%20André/xml
SAINT-MORILLON,L'aménagement du pré de la Cure et la mise en sécurité de la traversée du Gat Mort,195856,12000,CARTRON Françoise,Sénat,"0,0612695041",33,SOC,http://nossenateurs.fr/CARTRON%20Françoise/xml
SAINT-NAUPHARY,L'extension de la salle des fêtes,203263,15000,BAREGES Brigitte,Assemblée nationale,"0,073796018",82,UMP,http://2007.nosdeputes.fr/BAREGES%20Brigitte/xml
SAINT-NAZAIRE,"La réhabilitation et l'équipement du local de l'association ""Pain contre la Faim""",27864,11000,RAOUL Daniel,Sénat,"0,3947746196",44,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
SAINT-NAZAIRE-EN-ROYANS,La mise en sécurité de la RD 76 en traversée du village,8180,4090,MARITON Hervé,Assemblée nationale,"0,5",26,UMP,http://2007.nosdeputes.fr/MARITON%20Hervé/xml
SAINT-NAZAIRE-LE-DESERT,La construction d'un plateau multisports sur le terrain de l'ancien camping,23684,4000,MARITON Hervé,Assemblée nationale,"0,1688903901",26,UMP,http://2007.nosdeputes.fr/MARITON%20Hervé/xml
SAINT-NICOLAS-DE-BOURGUEIL,Le reboisement de deux parcelles de la forêt communale en pins maritimes,31997,15000,MARC François,Sénat,"0,4687939494",37,SOC,http://nossenateurs.fr/MARC%20François/xml
SAINT-NICOLAS-DE-LA-BALERME,L'embellissement et la sécurisation de bâtiments communaux,24842,3200,DIONIS du SEJOUR Jean,Assemblée nationale,"0,1288141051",47,NC,http://2007.nosdeputes.fr/DIONIS%20du%20SEJOUR%20Jean/xml
SAINT-NICOLAS-DE-LA-GRAVE,L'extension et la réhabilitation de l'école maternelle du groupe scolaire Lafougere,680436,12000,BAYLET Jean-Michel,Sénat,"0,0176357512",82,RDSE,http://nossenateurs.fr/BAYLET%20Jean-Michel/xml
SAINT-NICOLAS-DES-BOIS,La réfection de la voirie (programme 2012),31074,7000,GOULET Nathalie,Sénat,"0,2252687134",61,UDI,http://nossenateurs.fr/GOULET%20Nathalie/xml
SAINT-NICOLAS-DU-BOSC,"Travaux d'éclairage public, rue de la Clé des Champs",2590,1295,PONIATOWSKI Ladislas,Sénat,"0,5",27,UMP,http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
SAINT-NICOLAS-DU-PELEM,"L'aménagement des abords de la salle omnisports, rue du Stade Saint-Nicolas du Pélem",65992,5000,MARC François,Sénat,"0,0757667596",22,SOC,http://nossenateurs.fr/MARC%20François/xml
SAINT-NICOLAS-LES-CITEAUX,L'aménagement des abords et du sentier piétionnier de la rue de la Forêt,101758,15000,CARTRON Françoise,Sénat,"0,1474085576",21,SOC,http://nossenateurs.fr/CARTRON%20Françoise/xml
SAINT-NICOLAS-LES-CITEAUX,"L'aménagement d'un cheminement piéton, rue de la Fontaine",56350,5000,HOUPERT Alain,Sénat,"0,0887311446",21,UMP,http://nossenateurs.fr/HOUPERT%20Alain/xml
SAINT-NIZIER-D'AZERGUES,L'acquisition de mobilier urbain et l'aménagement d'une aire de jeux,32000,15000,VERCHERE Patrice,Assemblée nationale,"0,46875",69,UMP,http://2007.nosdeputes.fr/VERCHERE%20Patrice/xml
SAINT-NIZIER-D'AZERGUES,L'aménagement d'un bureau de direction à l'école,30000,3000,LAMURE Elisabeth,Sénat,"0,1",69,UMP,http://nossenateurs.fr/LAMURE%20Elisabeth/xml
SAINT-NIZIER-DE-FORNAS,L'aménagement des accès et de la zone parking de la salle socioculturelle,18275,9000,FOURNIER Bernard,Sénat,"0,4924760602",42,UMP,http://nossenateurs.fr/FOURNIER%20Bernard/xml
SAINT-NOLFF,La restauration de l'église Saint-Mayeul (phases 1et 2),133539,17000,PLACE Jean-Vincent,Sénat,"0,1273036341",56,ECO,http://nossenateurs.fr/PLACE%20Jean-Vincent/xml
SAINT-NOLFF,"Travaux de réfection de la voirie, rue du Bois",250000,82636,PLACE Jean-Vincent,Sénat,"0,330544",56,ECO,http://nossenateurs.fr/PLACE%20Jean-Vincent/xml
SAINT-NOM-LA-BRETECHE,Le réaménagement du chemin de l'Abreuvoir,514522,15000,BLANC Christian,Assemblée nationale,"0,0291532724",78,NC,http://2007.nosdeputes.fr/BLANC%20Christian/xml
SAINT-OMER,L'acquisition de tableaux blancs interactifs et de matériel divers pour les écoles,10131,5000,LEFAIT Michel,Assemblée nationale,"0,4935346955",62,SRC,http://2007.nosdeputes.fr/LEFAIT%20Michel/xml
SAINT-ORADOUX-DE-CHIROUZE,"Le remplacement des fenêtres, d'ardoises et de solins à l'église",8342,2500,RAOUL Daniel,Sénat,"0,2996883241",23,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
SAINT-OUEN,La création du club house du boulodrome,227902,55000,ASSASSI Eliane,Sénat,"0,2413318005",93,CRC,http://nossenateurs.fr/ASSASSI%20Eliane/xml
SAINT-OUEN,La reprise du bardage des façades sud et nord de la salle Maryse Bastié,65749,10000,GOURAULT Jacqueline,Sénat,"0,152093568",41,UDI,http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
SAINT-OUEN-D'AUNIS,La construction d'un skate-park,23248,4000,LEONARD Jean-Louis,Assemblée nationale,"0,1720578114",17,UMP,http://2007.nosdeputes.fr/LEONARD%20Jean-Louis/xml
